编号,深夜出没地,期末生存方式,宵夜频率,想加入的社团,经济状态,毕业最想带走,早八到教室,操场上的位置,搞砸了的那晚,相册里的多数
S1792,食堂窗口,组团开黑边复习,一周三五次,辩论队,家里定时打钱,食堂的那个窗口,提前十分钟到，坐前排,羽毛球乒乓球，约人打,去操场跑到没力气,运动记录、跑步路线、装备
S1793,网吧,组团开黑边复习,从不,电竞社,靠奖学金过日子,图书馆那张常坐的座位,早上根本没课，我的课都在下午,跑道上，一个人戴着耳机跑,给家里打个电话,吃的：外卖、食堂、探店
S1794,图书馆自习室,死磕课本,天天吃,乐队,靠奖学金过日子,食堂的那个窗口,选了，但没去过几次,羽毛球乒乓球，约人打,去操场跑到没力气,课件、板书、PPT 截图
S1795,网吧,组团开黑边复习,天天吃,摄影社,家里定时打钱,食堂的那个窗口,提前十分钟到，坐前排,看台或树下，看别人动,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1796,网吧,组团开黑边复习,一周三五次,乐队,月初土豪，月底吃土,宿舍的那群人,让室友帮忙占座，自己慢慢来,看台或树下，看别人动,给家里打个电话,运动记录、跑步路线、装备
S1797,网吧,刷往年题,天天吃,志愿者协会,月初土豪，月底吃土,图书馆那张常坐的座位,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,拉朋友出去吃一顿,运动记录、跑步路线、装备
S1798,操场跑道,组团开黑边复习,偶尔,电竞社,月初土豪，月底吃土,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,看台或树下，看别人动,开黑到凌晨，把气打出去,风景和现场：演出、展览、天空
S1799,操场跑道,死磕课本,偶尔,志愿者协会,兼职自力更生,操场的那圈跑道,提前十分钟到，坐前排,球场，组队打一场,睡一觉，第二天照常,运动记录、跑步路线、装备
S1800,网吧,提前两周就复习完了,天天吃,电竞社,月初土豪，月底吃土,宿舍的那群人,选了，但没去过几次,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1801,网吧,刷往年题,一周三五次,志愿者协会,靠奖学金过日子,食堂的那个窗口,让室友帮忙占座，自己慢慢来,羽毛球乒乓球，约人打,给家里打个电话,吃的：外卖、食堂、探店
S1802,图书馆自习室,提前两周就复习完了,从不,辩论队,家里定时打钱,图书馆那张常坐的座位,提前十分钟到，坐前排,羽毛球乒乓球，约人打,给家里打个电话,课件、板书、PPT 截图
S1803,网吧,死磕课本,一周三五次,电竞社,靠奖学金过日子,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,器械区随便练练，练完就走,给家里打个电话,和朋友：合影、表情包、抓拍
S1804,网吧,死磕课本,偶尔,辩论队,月初土豪，月底吃土,食堂的那个窗口,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,给家里打个电话,风景和现场：演出、展览、天空
S1805,宿舍床上,刷往年题,一周三五次,志愿者协会,家里定时打钱,什么也没带走，但也没白来,卡着铃声冲进去，坐最后一排,球场，组队打一场,拉朋友出去吃一顿,风景和现场：演出、展览、天空
S1806,食堂窗口,死磕课本,天天吃,辩论队,月初土豪，月底吃土,食堂的那个窗口,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,拉朋友出去吃一顿,风景和现场：演出、展览、天空
S1807,操场跑道,组团开黑边复习,偶尔,电竞社,家里定时打钱,什么也没带走，但也没白来,选了，但没去过几次,球场，组队打一场,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1808,图书馆自习室,刷往年题,从不,辩论队,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,球场，组队打一场,拉朋友出去吃一顿,课件、板书、PPT 截图
S1809,操场跑道,死磕课本,一周三五次,摄影社,兼职自力更生,图书馆那张常坐的座位,提前十分钟到，坐前排,器械区随便练练，练完就走,睡一觉，第二天照常,运动记录、跑步路线、装备
S1810,食堂窗口,组团开黑边复习,偶尔,乐队,月初土豪，月底吃土,食堂的那个窗口,选了，但没去过几次,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1811,图书馆自习室,组团开黑边复习,从不,乐队,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,运动记录、跑步路线、装备
S1812,网吧,刷往年题,天天吃,乐队,月初土豪，月底吃土,图书馆那张常坐的座位,选了，但没去过几次,球场，组队打一场,拉朋友出去吃一顿,吃的：外卖、食堂、探店
S1813,图书馆自习室,死磕课本,从不,乐队,家里定时打钱,图书馆那张常坐的座位,早上根本没课，我的课都在下午,器械区随便练练，练完就走,睡一觉，第二天照常,课件、板书、PPT 截图
S1814,网吧,刷往年题,天天吃,志愿者协会,家里定时打钱,食堂的那个窗口,让室友帮忙占座，自己慢慢来,看台或树下，看别人动,去操场跑到没力气,和朋友：合影、表情包、抓拍
S1815,食堂窗口,临时抱佛脚,一周三五次,电竞社,月初土豪，月底吃土,宿舍的那群人,早上根本没课，我的课都在下午,球场，组队打一场,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1816,网吧,组团开黑边复习,天天吃,电竞社,月初土豪，月底吃土,宿舍的那群人,卡着铃声冲进去，坐最后一排,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,吃的：外卖、食堂、探店
S1817,网吧,临时抱佛脚,天天吃,电竞社,月初土豪，月底吃土,食堂的那个窗口,让室友帮忙占座，自己慢慢来,跑道上，一个人戴着耳机跑,给家里打个电话,风景和现场：演出、展览、天空
S1818,图书馆自习室,死磕课本,天天吃,摄影社,靠奖学金过日子,什么也没带走，但也没白来,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,和朋友：合影、表情包、抓拍
S1819,网吧,组团开黑边复习,天天吃,辩论队,月初土豪，月底吃土,操场的那圈跑道,卡着铃声冲进去，坐最后一排,看台或树下，看别人动,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1820,图书馆自习室,提前两周就复习完了,从不,志愿者协会,靠奖学金过日子,什么也没带走，但也没白来,提前十分钟到，坐前排,羽毛球乒乓球，约人打,给家里打个电话,课件、板书、PPT 截图
S1821,食堂窗口,临时抱佛脚,偶尔,电竞社,家里定时打钱,宿舍的那群人,卡着铃声冲进去，坐最后一排,球场，组队打一场,睡一觉，第二天照常,运动记录、跑步路线、装备
S1822,图书馆自习室,死磕课本,一周三五次,辩论队,兼职自力更生,图书馆那张常坐的座位,提前十分钟到，坐前排,器械区随便练练，练完就走,拉朋友出去吃一顿,课件、板书、PPT 截图
S1823,操场跑道,提前两周就复习完了,偶尔,摄影社,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,吃的：外卖、食堂、探店
S1824,操场跑道,临时抱佛脚,一周三五次,乐队,月初土豪，月底吃土,宿舍的那群人,选了，但没去过几次,羽毛球乒乓球，约人打,睡一觉，第二天照常,和朋友：合影、表情包、抓拍
S1825,宿舍床上,组团开黑边复习,一周三五次,志愿者协会,月初土豪，月底吃土,宿舍的那群人,选了，但没去过几次,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,和朋友：合影、表情包、抓拍
S1826,食堂窗口,刷往年题,天天吃,摄影社,月初土豪，月底吃土,食堂的那个窗口,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,拉朋友出去吃一顿,风景和现场：演出、展览、天空
S1827,网吧,临时抱佛脚,天天吃,电竞社,月初土豪，月底吃土,什么也没带走，但也没白来,让室友帮忙占座，自己慢慢来,球场，组队打一场,拉朋友出去吃一顿,风景和现场：演出、展览、天空
S1828,图书馆自习室,组团开黑边复习,偶尔,摄影社,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,看台或树下，看别人动,拉朋友出去吃一顿,运动记录、跑步路线、装备
S1829,图书馆自习室,刷往年题,从不,电竞社,靠奖学金过日子,食堂的那个窗口,选了，但没去过几次,器械区随便练练，练完就走,给家里打个电话,吃的：外卖、食堂、探店
S1830,图书馆自习室,死磕课本,从不,辩论队,兼职自力更生,什么也没带走，但也没白来,卡着铃声冲进去，坐最后一排,球场，组队打一场,睡一觉，第二天照常,课件、板书、PPT 截图
S1831,网吧,组团开黑边复习,天天吃,乐队,家里定时打钱,食堂的那个窗口,选了，但没去过几次,看台或树下，看别人动,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1832,宿舍床上,提前两周就复习完了,一周三五次,乐队,月初土豪，月底吃土,食堂的那个窗口,提前十分钟到，坐前排,器械区随便练练，练完就走,给家里打个电话,吃的：外卖、食堂、探店
S1833,宿舍床上,临时抱佛脚,一周三五次,电竞社,月初土豪，月底吃土,图书馆那张常坐的座位,选了，但没去过几次,看台或树下，看别人动,开黑到凌晨，把气打出去,运动记录、跑步路线、装备
S1834,宿舍床上,提前两周就复习完了,从不,摄影社,兼职自力更生,图书馆那张常坐的座位,卡着铃声冲进去，坐最后一排,跑道上，一个人戴着耳机跑,拉朋友出去吃一顿,吃的：外卖、食堂、探店
S1835,操场跑道,刷往年题,从不,电竞社,靠奖学金过日子,食堂的那个窗口,提前十分钟到，坐前排,跑道上，一个人戴着耳机跑,给家里打个电话,课件、板书、PPT 截图
S1836,图书馆自习室,刷往年题,从不,志愿者协会,家里定时打钱,食堂的那个窗口,卡着铃声冲进去，坐最后一排,器械区随便练练，练完就走,给家里打个电话,风景和现场：演出、展览、天空
S1837,食堂窗口,刷往年题,偶尔,摄影社,靠奖学金过日子,食堂的那个窗口,让室友帮忙占座，自己慢慢来,球场，组队打一场,给家里打个电话,风景和现场：演出、展览、天空
S1838,图书馆自习室,临时抱佛脚,天天吃,辩论队,家里定时打钱,操场的那圈跑道,卡着铃声冲进去，坐最后一排,羽毛球乒乓球，约人打,开黑到凌晨，把气打出去,运动记录、跑步路线、装备
S1839,图书馆自习室,提前两周就复习完了,一周三五次,志愿者协会,靠奖学金过日子,图书馆那张常坐的座位,卡着铃声冲进去，坐最后一排,器械区随便练练，练完就走,开黑到凌晨，把气打出去,课件、板书、PPT 截图
S1840,操场跑道,提前两周就复习完了,偶尔,乐队,月初土豪，月底吃土,操场的那圈跑道,选了，但没去过几次,看台或树下，看别人动,睡一觉，第二天照常,和朋友：合影、表情包、抓拍
S1841,食堂窗口,组团开黑边复习,一周三五次,乐队,月初土豪，月底吃土,什么也没带走，但也没白来,选了，但没去过几次,看台或树下，看别人动,给家里打个电话,课件、板书、PPT 截图
S1842,图书馆自习室,刷往年题,从不,志愿者协会,靠奖学金过日子,食堂的那个窗口,让室友帮忙占座，自己慢慢来,器械区随便练练，练完就走,睡一觉，第二天照常,吃的：外卖、食堂、探店
S1843,宿舍床上,提前两周就复习完了,从不,辩论队,靠奖学金过日子,图书馆那张常坐的座位,提前十分钟到，坐前排,看台或树下，看别人动,给家里打个电话,课件、板书、PPT 截图
S1844,操场跑道,组团开黑边复习,天天吃,辩论队,月初土豪，月底吃土,宿舍的那群人,提前十分钟到，坐前排,羽毛球乒乓球，约人打,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1845,宿舍床上,提前两周就复习完了,从不,乐队,兼职自力更生,宿舍的那群人,选了，但没去过几次,跑道上，一个人戴着耳机跑,睡一觉，第二天照常,课件、板书、PPT 截图
S1846,食堂窗口,刷往年题,一周三五次,电竞社,月初土豪，月底吃土,什么也没带走，但也没白来,选了，但没去过几次,看台或树下，看别人动,拉朋友出去吃一顿,和朋友：合影、表情包、抓拍
S1847,宿舍床上,组团开黑边复习,天天吃,电竞社,月初土豪，月底吃土,宿舍的那群人,早上根本没课，我的课都在下午,跑道上，一个人戴着耳机跑,开黑到凌晨，把气打出去,风景和现场：演出、展览、天空
S1848,操场跑道,死磕课本,一周三五次,志愿者协会,兼职自力更生,操场的那圈跑道,提前十分钟到，坐前排,球场，组队打一场,给家里打个电话,吃的：外卖、食堂、探店
